x,y,vx,vy,Paddle.y
160, 480, 15, -15, 455
175, 465, 15, -15, 456
190, 450, 15, -15, 456
205, 435, 15, -15, 456
220, 420, 15, -15, 457
235, 405, 15, -15, 459
250, 390, 15, -15, 460
265, 375, 15, -15, 460
280, 360, 15, -15, 460
295, 345, 15, -15, 460
310, 330, 15, -15, 463
325, 315, 15, -15, 464
340, 300, 15, -15, 464
355, 285, 15, -15, 464
370, 270, 15, -15, 464
385, 255, 15, -15, 466
400, 240, 15, -15, 466
415, 225, 15, -15, 466
430, 210, 15, -15, 466
445, 195, 15, -15, 464
460, 180, 15, -15, 463
475, 165, 15, -15, 463
490, 150, 15, -15, 463
505, 135, 15, -15, 463
520, 120, 15, -15, 459
535, 105, 15, -15, 458
550, 90, 15, -15, 458
565, 75, 15, -15, 458
580, 60, 15, -15, 458
595, 45, 15, -15, 458
595, 45, 15, 15, 457
610, 60, 15, 15, 457
625, 75, 15, 15, 457
640, 90, 15, 15, 457
655, 105, 15, 15, 452
670, 120, 15, 15, 442
685, 135, 15, 15, 431
700, 150, 15, 15, 425
715, 165, 15, 15, 425
730, 180, 15, 15, 425
745, 195, 15, 15, 421
760, 210, 15, 15, 420
775, 225, 15, 15, 420
790, 240, 15, 15, 422
805, 255, 15, 15, 428
820, 270, 15, 15, 432
835, 285, 15, 15, 438
850, 300, 15, 15, 449
865, 315, 15, 15, 457
880, 330, 15, 15, 464
895, 345, 15, 15, 466
910, 360, 15, 15, 466
925, 375, 15, 15, 466
940, 390, 15, 15, 466
955, 405, 15, 15, 466
970, 420, 15, 15, 462
985, 435, 15, 15, 457
1000, 450, 15, 15, 455
1015, 465, 15, 15, 455
1030, 480, 15, 15, 459
1045, 495, 15, 15, 471
1060, 510, 15, 15, 483
1075, 525, 15, 15, 483
1090, 540, 15, 15, 483
1105, 555, 15, 15, 483
1105, 555, 15, -15, 483
1120, 540, 15, -15, 483
1135, 525, 15, -15, 483
1150, 510, 15, -15, 481
1150, 510, -15, -15, 474
1135, 495, -15, -15, 471
1120, 480, -15, -15, 471
1105, 465, -15, -15, 469
1090, 450, -15, -15, 465
1075, 435, -15, -15, 465
1060, 420, -15, -15, 465
1045, 405, -15, -15, 465
1030, 390, -15, -15, 465
1015, 375, -15, -15, 465
1000, 360, -15, -15, 465
985, 345, -15, -15, 465
970, 330, -15, -15, 463
955, 315, -15, -15, 453
940, 300, -15, -15, 442
925, 285, -15, -15, 437
910, 270, -15, -15, 437
895, 255, -15, -15, 437
880, 240, -15, -15, 437
865, 225, -15, -15, 437
850, 210, -15, -15, 436
835, 195, -15, -15, 436
820, 180, -15, -15, 436
805, 165, -15, -15, 436
790, 150, -15, -15, 436
775, 135, -15, -15, 436
760, 120, -15, -15, 436
745, 105, -15, -15, 436
730, 90, -15, -15, 436
715, 75, -15, -15, 436
700, 60, -15, -15, 436
685, 45, -15, -15, 436
685, 45, -15, 15, 436
670, 60, -15, 15, 436
655, 75, -15, 15, 436
640, 90, -15, 15, 436
625, 105, -15, 15, 436
610, 120, -15, 15, 436
595, 135, -15, 15, 436
580, 150, -15, 15, 436
565, 165, -15, 15, 436
550, 180, -15, 15, 436
535, 195, -15, 15, 436
520, 210, -15, 15, 436
505, 225, -15, 15, 436
490, 240, -15, 15, 436
475, 255, -15, 15, 436
460, 270, -15, 15, 436
445, 285, -15, 15, 436
430, 300, -15, 15, 436
415, 315, -15, 15, 436
400, 330, -15, 15, 436
385, 345, -15, 15, 436
370, 360, -15, 15, 436
355, 375, -15, 15, 436
340, 390, -15, 15, 436
325, 405, -15, 15, 436
310, 420, -15, 15, 436
295, 435, -15, 15, 436
280, 450, -15, 15, 436
265, 465, -15, 15, 436
250, 480, -15, 15, 436
235, 495, -15, 15, 436
220, 510, -15, 15, 436
205, 525, -15, 15, 436
190, 540, -15, 15, 436
175, 555, -15, 15, 436
175, 555, -15, -15, 436
160, 540, -15, -15, 436
145, 525, -15, -15, 436
130, 510, -15, -15, 436
115, 495, -15, -15, 436
100, 480, -15, -15, 436
85, 465, -15, -15, 436
70, 450, -15, -15, 436
55, 435, -15, -15, 436
40, 420, -15, -15, 436
40, 420, 15, -15, 436
55, 405, 15, -15, 436
70, 390, 15, -15, 436
85, 375, 15, -15, 436
100, 360, 15, -15, 436
115, 345, 15, -15, 436
130, 330, 15, -15, 436
145, 315, 15, -15, 436
160, 300, 15, -15, 436
175, 285, 15, -15, 436
190, 270, 15, -15, 436
205, 255, 15, -15, 436
220, 240, 15, -15, 436
235, 225, 15, -15, 436
250, 210, 15, -15, 436
265, 195, 15, -15, 436
280, 180, 15, -15, 436
295, 165, 15, -15, 436
310, 150, 15, -15, 436
325, 135, 15, -15, 436
340, 120, 15, -15, 436
355, 105, 15, -15, 436
370, 90, 15, -15, 436
385, 75, 15, -15, 436
400, 60, 15, -15, 436
415, 45, 15, -15, 436
415, 45, 15, 15, 436
430, 60, 15, 15, 436
445, 75, 15, 15, 436
460, 90, 15, 15, 436
475, 105, 15, 15, 436
490, 120, 15, 15, 436
505, 135, 15, 15, 436
520, 150, 15, 15, 436
535, 165, 15, 15, 436
550, 180, 15, 15, 436
565, 195, 15, 15, 436
580, 210, 15, 15, 436
595, 225, 15, 15, 436
610, 240, 15, 15, 436
625, 255, 15, 15, 436
640, 270, 15, 15, 436
655, 285, 15, 15, 436
670, 300, 15, 15, 436
685, 315, 15, 15, 436
700, 330, 15, 15, 436
715, 345, 15, 15, 436
730, 360, 15, 15, 430
745, 375, 15, 15, 419
760, 390, 15, 15, 411
775, 405, 15, 15, 411
790, 420, 15, 15, 409
805, 435, 15, 15, 400
820, 450, 15, 15, 395
835, 465, 15, 15, 394
850, 480, 15, 15, 394
865, 495, 15, 15, 394
880, 510, 15, 15, 394
895, 525, 15, 15, 389
910, 540, 15, 15, 380
925, 555, 15, 15, 368
925, 555, 15, -15, 360
940, 540, 15, -15, 357
955, 525, 15, -15, 355
970, 510, 15, -15, 350
985, 495, 15, -15, 348
1000, 480, 15, -15, 348
1015, 465, 15, -15, 348
1030, 450, 15, -15, 348
1045, 435, 15, -15, 348
1060, 420, 15, -15, 351
1075, 405, 15, -15, 359
1090, 390, 15, -15, 363
1105, 375, 15, -15, 363
1120, 360, 15, -15, 362
1135, 345, 15, -15, 353
1150, 330, 15, -15, 346
1150, 330, -15, -15, 336
1135, 315, -15, -15, 332
1120, 300, -15, -15, 330
1105, 285, -15, -15, 326
1090, 270, -15, -15, 323
1075, 255, -15, -15, 323
1060, 240, -15, -15, 323
1045, 225, -15, -15, 323
1030, 210, -15, -15, 323
1015, 195, -15, -15, 323
1000, 180, -15, -15, 323
985, 165, -15, -15, 323
970, 150, -15, -15, 323
955, 135, -15, -15, 328
940, 120, -15, -15, 331
925, 105, -15, -15, 334
910, 90, -15, -15, 339
895, 75, -15, -15, 343
880, 60, -15, -15, 343
865, 45, -15, -15, 343
865, 45, -15, 15, 343
850, 60, -15, 15, 343
835, 75, -15, 15, 343
820, 90, -15, 15, 343
805, 105, -15, 15, 343
790, 120, -15, 15, 343
775, 135, -15, 15, 343
760, 150, -15, 15, 344
745, 165, -15, 15, 347
730, 180, -15, 15, 348
715, 195, -15, 15, 348
700, 210, -15, 15, 348
685, 225, -15, 15, 348
670, 240, -15, 15, 348
655, 255, -15, 15, 350
640, 270, -15, 15, 350
625, 285, -15, 15, 350
610, 300, -15, 15, 350
595, 315, -15, 15, 350
580, 330, -15, 15, 350
565, 345, -15, 15, 350
550, 360, -15, 15, 350
535, 375, -15, 15, 350
520, 390, -15, 15, 350
505, 405, -15, 15, 350
490, 420, -15, 15, 350
475, 435, -15, 15, 350
460, 450, -15, 15, 350
445, 465, -15, 15, 350
430, 480, -15, 15, 350
415, 495, -15, 15, 350
400, 510, -15, 15, 350
385, 525, -15, 15, 350
370, 540, -15, 15, 350
355, 555, -15, 15, 350
355, 555, -15, -15, 350
340, 540, -15, -15, 350
325, 525, -15, -15, 350
310, 510, -15, -15, 350
295, 495, -15, -15, 350
280, 480, -15, -15, 350
265, 465, -15, -15, 350
250, 450, -15, -15, 350
235, 435, -15, -15, 350
220, 420, -15, -15, 350
205, 405, -15, -15, 350
190, 390, -15, -15, 350
175, 375, -15, -15, 350
160, 360, -15, -15, 350
145, 345, -15, -15, 350
130, 330, -15, -15, 350
115, 315, -15, -15, 350
100, 300, -15, -15, 350
85, 285, -15, -15, 350
70, 270, -15, -15, 350
55, 255, -15, -15, 350
40, 240, -15, -15, 350
40, 240, 15, -15, 350
55, 225, 15, -15, 350
70, 210, 15, -15, 350
85, 195, 15, -15, 350
100, 180, 15, -15, 350
115, 165, 15, -15, 350
130, 150, 15, -15, 350
145, 135, 15, -15, 350
160, 120, 15, -15, 350
175, 105, 15, -15, 350
190, 90, 15, -15, 350
205, 75, 15, -15, 350
220, 60, 15, -15, 350
235, 45, 15, -15, 350
235, 45, 15, 15, 350
250, 60, 15, 15, 350
265, 75, 15, 15, 350
280, 90, 15, 15, 350
295, 105, 15, 15, 350
310, 120, 15, 15, 350
325, 135, 15, 15, 350
340, 150, 15, 15, 350
355, 165, 15, 15, 350
370, 180, 15, 15, 350
385, 195, 15, 15, 353
400, 210, 15, 15, 360
415, 225, 15, 15, 366
430, 240, 15, 15, 376
445, 255, 15, 15, 385
460, 270, 15, 15, 393
475, 285, 15, 15, 399
490, 300, 15, 15, 399
505, 315, 15, 15, 399
520, 330, 15, 15, 399
535, 345, 15, 15, 399
550, 360, 15, 15, 399
565, 375, 15, 15, 398
580, 390, 15, 15, 392
595, 405, 15, 15, 390
610, 420, 15, 15, 390
625, 435, 15, 15, 390
640, 450, 15, 15, 387
655, 465, 15, 15, 380
670, 480, 15, 15, 374
685, 495, 15, 15, 374
700, 510, 15, 15, 374
715, 525, 15, 15, 374
730, 540, 15, 15, 373
745, 555, 15, 15, 368
745, 555, 15, -15, 366
760, 540, 15, -15, 366
775, 525, 15, -15, 366
790, 510, 15, -15, 366
805, 495, 15, -15, 364
820, 480, 15, -15, 356
835, 465, 15, -15, 347
850, 450, 15, -15, 341
865, 435, 15, -15, 335
880, 420, 15, -15, 324
895, 405, 15, -15, 312
910, 390, 15, -15, 303
925, 375, 15, -15, 297
940, 360, 15, -15, 293
955, 345, 15, -15, 285
970, 330, 15, -15, 275
985, 315, 15, -15, 269
1000, 300, 15, -15, 262
1015, 285, 15, -15, 254
1030, 270, 15, -15, 248
1045, 255, 15, -15, 238
1060, 240, 15, -15, 228
1075, 225, 15, -15, 216
1090, 210, 15, -15, 207
1105, 195, 15, -15, 197
1120, 180, 15, -15, 186
1135, 165, 15, -15, 176
1150, 150, 15, -15, 167
1150, 150, -15, -15, 151
1135, 135, -15, -15, 140
1120, 120, -15, -15, 133
1105, 105, -15, -15, 131
1090, 90, -15, -15, 131
1075, 75, -15, -15, 131
1060, 60, -15, -15, 131
1045, 45, -15, -15, 131
1045, 45, -15, 15, 131
1030, 60, -15, 15, 138
1015, 75, -15, 15, 160
1000, 90, -15, 15, 200
985, 105, -15, 15, 224
970, 120, -15, 15, 233
955, 135, -15, 15, 239
940, 150, -15, 15, 249
925, 165, -15, 15, 264
910, 180, -15, 15, 277
895, 195, -15, 15, 281
880, 210, -15, 15, 281
865, 225, -15, 15, 281
850, 240, -15, 15, 285
835, 255, -15, 15, 288
820, 270, -15, 15, 288
805, 285, -15, 15, 288
790, 300, -15, 15, 288
775, 315, -15, 15, 288
760, 330, -15, 15, 288
745, 345, -15, 15, 288
730, 360, -15, 15, 288
715, 375, -15, 15, 288
700, 390, -15, 15, 288
685, 405, -15, 15, 289
670, 420, -15, 15, 289
655, 435, -15, 15, 289
640, 450, -15, 15, 289
625, 465, -15, 15, 289
610, 480, -15, 15, 289
595, 495, -15, 15, 290
580, 510, -15, 15, 290
565, 525, -15, 15, 290
550, 540, -15, 15, 290
535, 555, -15, 15, 290
535, 555, -15, -15, 290
520, 540, -15, -15, 290
505, 525, -15, -15, 290
490, 510, -15, -15, 290
475, 495, -15, -15, 290
460, 480, -15, -15, 290
445, 465, -15, -15, 290
430, 450, -15, -15, 290
415, 435, -15, -15, 290
400, 420, -15, -15, 290
385, 405, -15, -15, 290
370, 390, -15, -15, 290
355, 375, -15, -15, 290
340, 360, -15, -15, 290
325, 345, -15, -15, 290
310, 330, -15, -15, 290
295, 315, -15, -15, 290
280, 300, -15, -15, 290
265, 285, -15, -15, 290
250, 270, -15, -15, 290
235, 255, -15, -15, 290
220, 240, -15, -15, 290
205, 225, -15, -15, 290
190, 210, -15, -15, 290
175, 195, -15, -15, 290
160, 180, -15, -15, 290
145, 165, -15, -15, 290
130, 150, -15, -15, 290
115, 135, -15, -15, 290
100, 120, -15, -15, 290
85, 105, -15, -15, 290
70, 90, -15, -15, 290
55, 75, -15, -15, 290
40, 60, -15, -15, 290
40, 60, 15, -15, 290
55, 45, 15, -15, 290
55, 45, 15, 15, 290
70, 60, 15, 15, 290
85, 75, 15, 15, 290
100, 90, 15, 15, 290
115, 105, 15, 15, 290
130, 120, 15, 15, 290
145, 135, 15, 15, 290
160, 150, 15, 15, 290
175, 165, 15, 15, 290
190, 180, 15, 15, 290
205, 195, 15, 15, 290
220, 210, 15, 15, 290
235, 225, 15, 15, 290
250, 240, 15, 15, 290
265, 255, 15, 15, 290
280, 270, 15, 15, 290
295, 285, 15, 15, 290
310, 300, 15, 15, 290
325, 315, 15, 15, 290
340, 330, 15, 15, 290
355, 345, 15, 15, 290
370, 360, 15, 15, 290
385, 375, 15, 15, 290
400, 390, 15, 15, 290
415, 405, 15, 15, 290
430, 420, 15, 15, 290
445, 435, 15, 15, 290
460, 450, 15, 15, 287
475, 465, 15, 15, 276
490, 480, 15, 15, 259
505, 495, 15, 15, 253
520, 510, 15, 15, 253
535, 525, 15, 15, 253
550, 540, 15, 15, 253
565, 555, 15, 15, 253
565, 555, 15, -15, 253
580, 540, 15, -15, 253
595, 525, 15, -15, 253
610, 510, 15, -15, 251
625, 495, 15, -15, 241
640, 480, 15, -15, 230
655, 465, 15, -15, 223
670, 450, 15, -15, 210
685, 435, 15, -15, 202
700, 420, 15, -15, 190
715, 405, 15, -15, 180
730, 390, 15, -15, 170
745, 375, 15, -15, 166
760, 360, 15, -15, 161
775, 345, 15, -15, 160
790, 330, 15, -15, 160
805, 315, 15, -15, 160
820, 300, 15, -15, 169
835, 285, 15, -15, 180
850, 270, 15, -15, 190
865, 255, 15, -15, 199
880, 240, 15, -15, 200
895, 225, 15, -15, 200
910, 210, 15, -15, 200
925, 195, 15, -15, 198
940, 180, 15, -15, 188
955, 165, 15, -15, 178
970, 150, 15, -15, 167
985, 135, 15, -15, 164
1000, 120, 15, -15, 164
1015, 105, 15, -15, 158
1030, 90, 15, -15, 154
1045, 75, 15, -15, 153
1060, 60, 15, -15, 153
1075, 45, 15, -15, 153
1075, 45, 15, 15, 153
1090, 60, 15, 15, 153
1105, 75, 15, 15, 153
1120, 90, 15, 15, 153
1135, 105, 15, 15, 153
1150, 120, 15, 15, 153
1150, 120, -15, 15, 153
1135, 135, -15, 15, 153
1120, 150, -15, 15, 153
1105, 165, -15, 15, 153
1090, 180, -15, 15, 153
1075, 195, -15, 15, 153
1060, 210, -15, 15, 153
1045, 225, -15, 15, 153
1030, 240, -15, 15, 153
1015, 255, -15, 15, 153
1000, 270, -15, 15, 153
985, 285, -15, 15, 155
970, 300, -15, 15, 155
955, 315, -15, 15, 155
940, 330, -15, 15, 155
925, 345, -15, 15, 155
910, 360, -15, 15, 155
895, 375, -15, 15, 155
880, 390, -15, 15, 155
865, 405, -15, 15, 155
850, 420, -15, 15, 155
835, 435, -15, 15, 155
820, 450, -15, 15, 155
805, 465, -15, 15, 155
790, 480, -15, 15, 155
775, 495, -15, 15, 155
760, 510, -15, 15, 155
745, 525, -15, 15, 155
730, 540, -15, 15, 155
715, 555, -15, 15, 155
715, 555, -15, -15, 155
700, 540, -15, -15, 155
685, 525, -15, -15, 155
670, 510, -15, -15, 155
655, 495, -15, -15, 155
640, 480, -15, -15, 155
625, 465, -15, -15, 155
610, 450, -15, -15, 155
595, 435, -15, -15, 155
580, 420, -15, -15, 155
565, 405, -15, -15, 155
550, 390, -15, -15, 155
535, 375, -15, -15, 155
520, 360, -15, -15, 155
505, 345, -15, -15, 155
490, 330, -15, -15, 155
475, 315, -15, -15, 155
460, 300, -15, -15, 155
445, 285, -15, -15, 155
430, 270, -15, -15, 155
415, 255, -15, -15, 155
400, 240, -15, -15, 155
385, 225, -15, -15, 155
370, 210, -15, -15, 155
355, 195, -15, -15, 155
340, 180, -15, -15, 155
325, 165, -15, -15, 155
310, 150, -15, -15, 155
295, 135, -15, -15, 155
280, 120, -15, -15, 155
265, 105, -15, -15, 155
250, 90, -15, -15, 155
235, 75, -15, -15, 155
220, 60, -15, -15, 155
205, 45, -15, -15, 155
205, 45, -15, 15, 155
190, 60, -15, 15, 155
175, 75, -15, 15, 155
160, 90, -15, 15, 155
145, 105, -15, 15, 155
130, 120, -15, 15, 155
115, 135, -15, 15, 155
100, 150, -15, 15, 155
85, 165, -15, 15, 155
70, 180, -15, 15, 155
55, 195, -15, 15, 155
40, 210, -15, 15, 155
40, 210, 15, 15, 155
55, 225, 15, 15, 155
70, 240, 15, 15, 155
85, 255, 15, 15, 155
100, 270, 15, 15, 155
115, 285, 15, 15, 155
130, 300, 15, 15, 155
145, 315, 15, 15, 155
160, 330, 15, 15, 155
175, 345, 15, 15, 155
190, 360, 15, 15, 155
205, 375, 15, 15, 155
220, 390, 15, 15, 155
235, 405, 15, 15, 155
250, 420, 15, 15, 155
265, 435, 15, 15, 155
280, 450, 15, 15, 155
295, 465, 15, 15, 155
310, 480, 15, 15, 156
325, 495, 15, 15, 156
340, 510, 15, 15, 156
355, 525, 15, 15, 156
370, 540, 15, 15, 156
385, 555, 15, 15, 156
385, 555, 15, -15, 156
400, 540, 15, -15, 156
415, 525, 15, -15, 156
430, 510, 15, -15, 156
445, 495, 15, -15, 156
460, 480, 15, -15, 156
475, 465, 15, -15, 156
490, 450, 15, -15, 156
505, 435, 15, -15, 156
520, 420, 15, -15, 156
535, 405, 15, -15, 156
550, 390, 15, -15, 156
565, 375, 15, -15, 156
580, 360, 15, -15, 156
595, 345, 15, -15, 156
610, 330, 15, -15, 156
625, 315, 15, -15, 156
640, 300, 15, -15, 156
655, 285, 15, -15, 156
670, 270, 15, -15, 156
685, 255, 15, -15, 156
700, 240, 15, -15, 156
715, 225, 15, -15, 156
730, 210, 15, -15, 156
745, 195, 15, -15, 156
760, 180, 15, -15, 156
775, 165, 15, -15, 156
790, 150, 15, -15, 156
805, 135, 15, -15, 156
820, 120, 15, -15, 156
835, 105, 15, -15, 156
850, 90, 15, -15, 156
865, 75, 15, -15, 156
880, 60, 15, -15, 156
895, 45, 15, -15, 156
895, 45, 15, 15, 156
910, 60, 15, 15, 157
925, 75, 15, 15, 177
940, 90, 15, 15, 195
955, 105, 15, 15, 201
970, 120, 15, 15, 209
985, 135, 15, 15, 219
1000, 150, 15, 15, 229
1015, 165, 15, 15, 234
1030, 180, 15, 15, 234
1045, 195, 15, 15, 238
1060, 210, 15, 15, 251
1075, 225, 15, 15, 261
1090, 240, 15, 15, 277
1105, 255, 15, 15, 285
1120, 270, 15, 15, 286
1135, 285, 15, 15, 286
1150, 300, 15, 15, 286
1150, 300, -15, 15, 286
1135, 315, -15, 15, 286
1120, 330, -15, 15, 290
1105, 345, -15, 15, 297
1090, 360, -15, 15, 303
1075, 375, -15, 15, 303
1060, 390, -15, 15, 303
1045, 405, -15, 15, 303
1030, 420, -15, 15, 303
1015, 435, -15, 15, 303
1000, 450, -15, 15, 303
985, 465, -15, 15, 303
970, 480, -15, 15, 303
955, 495, -15, 15, 303
940, 510, -15, 15, 303
925, 525, -15, 15, 303
910, 540, -15, 15, 303
895, 555, -15, 15, 303
895, 555, -15, -15, 303
880, 540, -15, -15, 303
865, 525, -15, -15, 303
850, 510, -15, -15, 303
835, 495, -15, -15, 303
820, 480, -15, -15, 303
805, 465, -15, -15, 303
790, 450, -15, -15, 303
775, 435, -15, -15, 303
760, 420, -15, -15, 303
745, 405, -15, -15, 303
730, 390, -15, -15, 303
715, 375, -15, -15, 303
700, 360, -15, -15, 303
685, 345, -15, -15, 303
670, 330, -15, -15, 303
655, 315, -15, -15, 303
640, 300, -15, -15, 303
625, 285, -15, -15, 303
610, 270, -15, -15, 303
595, 255, -15, -15, 303
580, 240, -15, -15, 303
565, 225, -15, -15, 303
550, 210, -15, -15, 303
535, 195, -15, -15, 303
520, 180, -15, -15, 303
505, 165, -15, -15, 303
490, 150, -15, -15, 303
475, 135, -15, -15, 303
460, 120, -15, -15, 303
445, 105, -15, -15, 303
430, 90, -15, -15, 303
415, 75, -15, -15, 303
400, 60, -15, -15, 303
385, 45, -15, -15, 302
385, 45, -15, 15, 302
370, 60, -15, 15, 302
355, 75, -15, 15, 302
340, 90, -15, 15, 302
325, 105, -15, 15, 301
310, 120, -15, 15, 301
295, 135, -15, 15, 301
280, 150, -15, 15, 301
265, 165, -15, 15, 301
250, 180, -15, 15, 301
235, 195, -15, 15, 301
220, 210, -15, 15, 301
205, 225, -15, 15, 301
190, 240, -15, 15, 301
175, 255, -15, 15, 301
160, 270, -15, 15, 301
145, 285, -15, 15, 301
130, 300, -15, 15, 301
115, 315, -15, 15, 301
100, 330, -15, 15, 301
85, 345, -15, 15, 301
70, 360, -15, 15, 301
55, 375, -15, 15, 301
40, 390, -15, 15, 301
40, 390, 15, 15, 301
55, 405, 15, 15, 301
70, 420, 15, 15, 301
85, 435, 15, 15, 301
100, 450, 15, 15, 301
115, 465, 15, 15, 301
130, 480, 15, 15, 301
145, 495, 15, 15, 301
160, 510, 15, 15, 301
175, 525, 15, 15, 301
190, 540, 15, 15, 301
205, 555, 15, 15, 301
205, 555, 15, -15, 301
220, 540, 15, -15, 301
235, 525, 15, -15, 301
250, 510, 15, -15, 301
265, 495, 15, -15, 301
280, 480, 15, -15, 301
295, 465, 15, -15, 301
310, 450, 15, -15, 301
325, 435, 15, -15, 301
340, 420, 15, -15, 301
355, 405, 15, -15, 301
370, 390, 15, -15, 301
